product_id,sku,brand,model,product_family,device_type,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,weight_kg,warranty_months,msrp
P008168,LP-APPLE-NITRO-5WQ-2018,Apple,Apple Nitro 5WQ,Nitro,Laptop,2018,macOS,Mainstream,Apple,Apple M3 Pro,3,8,8,2.4,3.3,Apple,Apple Integrated,3,2,32,NVMe,256,2,IPS,14.0,1920x1080,120,80,90,0.97,24,2396.99
P008169,LP-ASUS-NITRO-SX1-2022,ASUS,ASUS Nitro SX1,Nitro,Laptop,2022,Windows,Workstation,AMD,AMD Ryzen 9 3777,6,26,52,3.0,4.0,NVIDIA,RTX 30 80 Ti,5,12,96,SSD,512,1,OLED,17.3,2560x1600,60,60,90,2.14,36,2879.99
P008170,LP-LENOVO-SLIM-QE4-2023,Lenovo,Lenovo Slim QE4,Slim,Laptop,2023,Windows,Gaming,Intel,Intel i7-13573,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,1024,1,LED,15.6,1920x1080,120,80,90,1.3,12,2360.99
P008171,LP-APPLE-PRO-U7H-2021,Apple,Apple Pro U7H,Pro,Laptop,2021,Windows,Mainstream,Apple,Apple M1 Pro,4,14,14,2.6,3.6,Apple,Apple Integrated,3,4,40,SSD,1024,1,IPS,15.6,2560x1600,240,56,65,1.5,12,2286.99
P008172,LP-ACER-PRO-CKO-2018,Acer,Acer Pro CKO,Pro,Laptop,2018,Linux,Gaming,AMD,AMD Ryzen 7 7887,5,16,32,2.8,3.7,AMD,RX 7000 90,6,16,96,NVMe,256,1,LED,16.0,2880x1800,120,60,120,1.13,12,2273.99
P008173,LP-APPLE-BLADE-7NR-2021,Apple,Apple Blade 7NR,Blade,Laptop,2021,Windows,Gaming,Apple,Apple M2 Max,5,16,16,2.8,3.8,Apple,Apple Integrated,6,0,96,HDD,256,1,Mini-LED,14.0,1920x1080,144,80,65,1.87,24,2985.99
P008174,LP-HP-THINK-3HF-2018,HP,HP Think 3HF,Think,Laptop,2018,Windows,Mainstream,AMD,AMD Ryzen 5 4885,2,6,10,2.2,3.3,NVIDIA,RTX 40 50,1,4,8,NVMe,512,1,IPS,16.0,1920x1080,144,50,120,1.73,12,1064.99
P008175,LP-APPLE-NITRO-GG7-2025,Apple,Apple Nitro GG7,Nitro,Laptop,2025,ChromeOS,Gaming,Apple,Apple M3 Max,4,14,14,2.6,3.7,Apple,Apple Integrated,3,0,40,NVMe,1024,1,LED,14.0,1920x1080,60,70,90,1.57,48,2105.99
P008176,LP-LENOVO-SLIM-RE5-2025,Lenovo,Lenovo Slim RE5,Slim,Laptop,2025,Windows,Workstation,Intel,Intel i7-12537,4,12,24,2.6,3.4,NVIDIA,RTX 30 80,4,10,64,NVMe,512,1,OLED,14.0,1920x1080,120,80,90,2.37,24,2331.99
P008177,LP-ACER-NITRO-YYV-2023,Acer,Acer Nitro YYV,Nitro,Laptop,2023,macOS,Ultrabook,AMD,AMD Ryzen 7 5138,5,16,32,2.8,3.6,NVIDIA,RTX 20 80,4,10,64,NVMe,512,1,OLED,13.3,1920x1080,60,60,65,1.32,12,2845.99
P008178,LP-SAMSUNG-PRO-B95-2024,Samsung,Samsung Pro B95,Pro,Laptop,2024,Windows,Mainstream,Intel,Intel i7-14532,4,12,24,2.6,3.5,AMD,RX 7000 70,3,8,32,Hybrid,1024,2,QLED,16.0,1920x1080,60,90,65,1.53,12,2011.99
P008179,LP-DELL-ZEN-5YR-2022,Dell,Dell Zen 5YR,Zen,Laptop,2022,Windows,Mainstream,Intel,Intel i5-13854,2,6,12,2.2,3.3,AMD,RX 6000 50,1,4,8,SSD,512,1,Mini-LED,15.6,1920x1080,120,70,45,1.3,12,1262.99
P008180,LP-ASUS-PRO-LHA-2022,ASUS,ASUS Pro LHA,Pro,Laptop,2022,Linux,Gaming,AMD,AMD Ryzen 5 5264,3,10,20,2.4,3.3,AMD,RX 5000 70,3,8,32,Hybrid,512,1,Mini-LED,17.3,1920x1080,60,99,65,1.84,24,1978.99
P008181,LP-SAMSUNG-AIR-QIS-2024,Samsung,Samsung Air QIS,Air,Laptop,2024,Windows,Ultrabook,Intel,Intel i7-14926,5,16,32,2.8,3.9,NVIDIA,RTX 40 80 Ti,5,12,96,Hybrid,256,1,IPS,15.6,1920x1080,60,80,180,2.5,12,2425.99
P008182,LP-ACER-SLIM-JHK-2024,Acer,Acer Slim JHK,Slim,Laptop,2024,Windows,Mainstream,Intel,Intel i7-13910,4,14,28,2.6,3.6,NVIDIA,RTX 40 60,2,6,32,NVMe,256,1,OLED,15.6,2880x1800,60,60,45,1.5,24,2103.99
P008183,LP-LENOVO-AIR-0R1-2022,Lenovo,Lenovo Air 0R1,Air,Laptop,2022,Windows,2-in-1,Intel,Intel i9-10476,6,24,48,3.0,4.0,NVIDIA,RTX 20 90,6,16,136,HDD,1024,1,Mini-LED,15.6,2560x1600,60,50,65,1.3,36,3516.99
P008184,LP-ACER-THINK-M93-2024,Acer,Acer Think M93,Think,Laptop,2024,Windows,Mainstream,Intel,Intel i3-12456,1,4,6,2.0,2.9,AMD,RX 6000 50,1,4,8,NVMe,256,1,QLED,14.0,1920x1080,165,80,90,0.97,12,918.99
P008185,LP-APPLE-NITRO-H7H-2019,Apple,Apple Nitro H7H,Nitro,Laptop,2019,macOS,Gaming,Apple,Apple M3 Max,2,6,6,2.2,3.0,Apple,Apple Integrated,3,6,32,NVMe,512,1,QLED,14.0,2880x1800,165,70,65,1.37,36,2444.99
P008186,LP-SAMSUNG-BLADE-NXO-2024,Samsung,Samsung Blade NXO,Blade,Laptop,2024,Windows,Mainstream,Intel,Intel i7-13397,4,12,24,2.6,3.6,Intel,Arc A770,5,2,64,NVMe,2048,1,OLED,14.0,2880x1800,165,70,120,1.17,36,2740.99
P008187,LP-APPLE-STEALTH-4SB-2023,Apple,Apple Stealth 4SB,Stealth,Laptop,2023,Windows,Ultrabook,Apple,Apple M2 Max,2,6,6,2.2,3.0,Apple,Apple Integrated,1,0,16,SSD,512,1,IPS,17.3,1920x1080,60,70,90,1.44,24,1587.99
P008188,LP-APPLE-AIR-NXX-2022,Apple,Apple Air NXX,Air,Laptop,2022,Windows,Mainstream,Apple,Apple M3 Pro,4,12,12,2.6,3.7,Apple,Apple Integrated,3,0,32,HDD,256,1,VA,15.6,3840x2160,144,60,90,1.5,12,2567.99
P008189,LP-GIGABYTE-CREATOR-UM4-2022,Gigabyte,Gigabyte Creator UM4,Creator,Laptop,2022,Windows,Gaming,Intel,Intel i7-12913,5,16,30,2.8,3.9,Apple,Apple Integrated,5,2,96,NVMe,512,1,LED,15.6,2560x1600,240,60,45,1.7,24,2769.99
P008190,LP-GIGABYTE-AIR-ZOW-2025,Gigabyte,Gigabyte Air ZOW,Air,Laptop,2025,Windows,Gaming,AMD,AMD Ryzen 5 3739,2,6,12,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,NVMe,256,2,LED,15.6,2560x1600,144,60,45,1.5,24,1378.99
P008191,LP-LENOVO-AIR-ENX-2025,Lenovo,Lenovo Air ENX,Air,Laptop,2025,Windows,Gaming,AMD,AMD Ryzen 5 7925,2,8,14,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,Hybrid,256,1,LED,14.0,2560x1600,60,56,65,1.37,12,1423.99
P008192,LP-HP-LEGION-QN8-2021,HP,HP Legion QN8,Legion,Laptop,2021,Windows,Mainstream,Intel,Intel i3-10634,1,4,8,2.0,2.9,NVIDIA,RTX 30 50,1,4,24,SSD,1024,1,IPS,15.6,2560x1600,60,80,240,1.3,24,1190.99
P008193,LP-HP-BLADE-FYK-2020,HP,HP Blade FYK,Blade,Laptop,2020,macOS,Mainstream,Intel,Intel i5-10786,2,6,12,2.2,3.0,NVIDIA,RTX 20 60,2,6,16,NVMe,512,1,IPS,14.0,1920x1080,120,60,120,1.37,24,1628.99
P008194,LP-LENOVO-LEGION-L2N-2025,Lenovo,Lenovo Legion L2N,Legion,Laptop,2025,Linux,Ultrabook,AMD,AMD Ryzen 5 3376,3,8,16,2.4,3.5,NVIDIA,RTX 40 80,4,10,32,NVMe,2048,1,LED,14.0,1920x1080,165,80,45,1.17,12,2135.99
P008195,LP-ACER-PRO-2CZ-2023,Acer,Acer Pro 2CZ,Pro,Laptop,2023,Windows,Mainstream,Intel,Intel i7-14734,5,16,32,2.8,3.8,Apple,Apple Integrated,6,4,104,NVMe,1024,1,Mini-LED,17.3,2560x1600,60,90,120,2.14,24,2677.99
P008196,LP-GIGABYTE-LEGION-8EO-2025,Gigabyte,Gigabyte Legion 8EO,Legion,Laptop,2025,ChromeOS,Mainstream,AMD,AMD Ryzen 3 6365,1,4,8,2.0,3.1,Intel,Arc A310,1,0,8,NVMe,256,1,LED,15.6,1920x1080,60,50,90,2.5,36,619.99
P008197,LP-RAZER-ZEN-J82-2024,Razer,Razer Zen J82,Zen,Laptop,2024,Windows,Gaming,Intel,Intel i5-12854,2,8,16,2.2,3.1,AMD,RX 7000 50,1,4,8,NVMe,256,1,Mini-LED,15.6,2560x1600,120,56,120,1.7,36,1919.99
P008198,LP-ASUS-PRO-28X-2025,ASUS,ASUS Pro 28X,Pro,Laptop,2025,Windows,Mainstream,Intel,Intel i5-12923,3,10,20,2.4,3.4,NVIDIA,RTX 30 50,1,4,16,Hybrid,1024,1,LED,16.0,3840x2160,120,80,45,1.53,24,1536.99
P008199,LP-SAMSUNG-LEGION-06Z-2024,Samsung,Samsung Legion 06Z,Legion,Laptop,2024,Windows,2-in-1,AMD,AMD Ryzen 7 7875,4,12,24,2.6,3.6,Apple,Apple Integrated,3,0,48,SSD,1024,1,OLED,15.6,1920x1080,60,90,65,1.5,12,2380.99
P008200,LP-MSI-CREATOR-MVT-2022,MSI,MSI Creator MVT,Creator,Laptop,2022,Windows,Mainstream,AMD,AMD Ryzen 5 7611,3,8,16,2.4,3.2,NVIDIA,RTX 40 60,2,6,16,Hybrid,512,2,OLED,13.3,3840x2160,90,80,90,2.32,48,1902.99
P008201,LP-DELL-AIR-CZH-2021,Dell,Dell Air CZH,Air,Laptop,2021,Windows,Ultrabook,Intel,Intel i5-13664,3,8,16,2.4,3.2,NVIDIA,RTX 40 60,2,6,24,SSD,512,1,IPS,15.6,2560x1600,60,70,120,1.5,12,1898.99
P008202,LP-SAMSUNG-NITRO-WRB-2020,Samsung,Samsung Nitro WRB,Nitro,Laptop,2020,Windows,Gaming,Intel,Intel i7-13451,4,12,24,2.6,3.4,NVIDIA,RTX 30 80,4,10,64,NVMe,512,1,IPS,14.0,3840x2160,60,90,45,1.87,48,2345.99
P008203,LP-DELL-SLIM-Z45-2023,Dell,Dell Slim Z45,Slim,Laptop,2023,Windows,Ultrabook,AMD,AMD Ryzen 7 5672,4,14,26,2.6,3.4,NVIDIA,RTX 30 80,4,10,64,SSD,1024,2,VA,15.6,1920x1080,240,60,45,1.7,24,2227.99
P008204,LP-ASUS-AIR-YX4-2022,ASUS,ASUS Air YX4,Air,Laptop,2022,Windows,2-in-1,Intel,Intel i7-10260,4,12,22,2.6,3.7,Apple,Apple Integrated,2,0,32,NVMe,1024,1,IPS,13.3,1920x1080,60,50,90,1.32,36,1645.99
P008205,LP-DELL-SLIM-9R8-2025,Dell,Dell Slim 9R8,Slim,Laptop,2025,Windows,Mainstream,AMD,AMD Ryzen 7 5690,4,12,24,2.6,3.5,NVIDIA,RTX 30 60,2,6,32,NVMe,512,1,IPS,14.0,2560x1600,120,70,90,1.37,24,1928.99
P008206,LP-LENOVO-LEGION-HN5-2024,Lenovo,Lenovo Legion HN5,Legion,Laptop,2024,Windows,Gaming,AMD,AMD Ryzen 5 5603,3,8,16,2.4,3.5,NVIDIA,RTX 30 70,3,8,32,HDD,4096,1,Mini-LED,16.0,1920x1080,144,80,90,1.53,12,1810.99
P008207,LP-MSI-NITRO-J9D-2022,MSI,MSI Nitro J9D,Nitro,Laptop,2022,Windows,Mainstream,Intel,Intel i3-14336,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,256,1,QLED,15.6,2560x1600,60,80,120,1.7,12,1223.99
P008208,LP-ASUS-NITRO-T71-2019,ASUS,ASUS Nitro T71,Nitro,Laptop,2019,macOS,2-in-1,Intel,Intel i5-11683,3,10,20,2.4,3.3,NVIDIA,RTX 20 70,3,8,32,NVMe,1024,2,Mini-LED,15.6,1920x1080,60,56,120,2.0,48,1865.99
P008209,LP-ASUS-PRO-Q7S-2023,ASUS,ASUS Pro Q7S,Pro,Laptop,2023,Windows,Ultrabook,AMD,AMD Ryzen 5 3315,2,6,12,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,Hybrid,2048,2,IPS,16.0,1920x1080,60,80,90,1.53,36,1173.99
P008210,LP-LENOVO-BLADE-38T-2024,Lenovo,Lenovo Blade 38T,Blade,Laptop,2024,Windows,Mainstream,AMD,AMD Ryzen 5 6756,3,8,16,2.4,3.5,Apple,Apple Integrated,2,4,16,NVMe,1024,1,OLED,15.6,1920x1080,60,50,45,2.0,36,1709.99
P008211,LP-LENOVO-THINK-2KD-2022,Lenovo,Lenovo Think 2KD,Think,Laptop,2022,Windows,Ultrabook,Intel,Intel i5-11187,2,6,12,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,HDD,1024,1,LED,14.0,3840x2160,60,70,65,1.57,12,1446.99
P008212,LP-LENOVO-AIR-CT4-2020,Lenovo,Lenovo Air CT4,Air,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 5 7571,2,6,10,2.2,3.0,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,LED,15.6,1920x1080,60,90,90,1.7,12,1466.99
P008213,LP-DELL-PRO-NYC-2020,Dell,Dell Pro NYC,Pro,Laptop,2020,Windows,Gaming,Intel,Intel i7-11749,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,SSD,512,1,IPS,14.0,1920x1080,60,80,120,1.17,12,2075.99
P008214,LP-LENOVO-ZEN-MHN-2025,Lenovo,Lenovo Zen MHN,Zen,Laptop,2025,Windows,Ultrabook,AMD,AMD Ryzen 3 6713,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,LED,15.6,2560x1600,144,90,65,3.0,24,1583.99
P008215,LP-APPLE-PRO-R42-2021,Apple,Apple Pro R42,Pro,Laptop,2021,macOS,Mainstream,Apple,Apple M3 Pro,5,16,16,2.8,3.7,Apple,Apple Integrated,4,0,64,SSD,256,1,Mini-LED,16.0,3840x2160,120,90,180,1.73,12,2862.99
P008216,LP-GIGABYTE-BLADE-T5T-2021,Gigabyte,Gigabyte Blade T5T,Blade,Laptop,2021,Windows,Gaming,Intel,Intel i7-11579,5,16,32,2.8,3.6,AMD,RX 5000 80 XT,5,12,96,SSD,1024,1,QLED,17.3,1920x1080,120,80,90,2.64,12,2835.99
P008217,LP-SAMSUNG-CREATOR-S8G-2025,Samsung,Samsung Creator S8G,Creator,Laptop,2025,macOS,Mainstream,AMD,AMD Ryzen 7 4603,5,18,36,2.8,3.8,NVIDIA,RTX 30 80 Ti,5,12,96,HDD,1024,1,Mini-LED,14.0,1920x1080,165,60,45,1.87,24,3802.99
P008218,LP-APPLE-SLIM-2Q3-2018,Apple,Apple Slim 2Q3,Slim,Laptop,2018,Windows,Mainstream,Apple,Apple M3 Max,2,8,8,2.2,3.3,Apple,Apple Integrated,2,2,16,HDD,512,1,QLED,16.0,1920x1080,120,70,90,2.03,36,1316.99
P008219,LP-MSI-THINK-Q8B-2025,MSI,MSI Think Q8B,Think,Laptop,2025,Windows,Gaming,AMD,AMD Ryzen 5 3259,2,8,16,2.2,3.2,NVIDIA,RTX 30 60,2,6,24,HDD,2048,1,LED,14.0,1920x1080,60,90,65,1.37,12,1470.99
P008220,LP-DELL-AIR-OJ0-2025,Dell,Dell Air OJ0,Air,Laptop,2025,Windows,2-in-1,Intel,Intel i7-12772,5,16,32,2.8,3.7,AMD,RX 6000 80,4,10,64,SSD,512,1,Mini-LED,15.6,1920x1080,60,80,65,1.5,36,2660.99
P008221,LP-APPLE-CREATOR-VTZ-2024,Apple,Apple Creator VTZ,Creator,Laptop,2024,Windows,2-in-1,Apple,Apple M3,4,12,12,2.6,3.6,Apple,Apple Integrated,5,2,64,NVMe,2048,2,LED,15.6,1920x1080,144,56,240,2.5,36,2897.99
P008222,LP-LENOVO-BLADE-E5E-2019,Lenovo,Lenovo Blade E5E,Blade,Laptop,2019,Linux,2-in-1,AMD,AMD Ryzen 5 5382,2,6,12,2.2,3.1,AMD,RX 5000 60,2,6,16,SSD,512,1,LED,14.0,2560x1600,144,60,90,1.37,12,1476.99
P008223,LP-APPLE-AIR-M5P-2024,Apple,Apple Air M5P,Air,Laptop,2024,Linux,2-in-1,Apple,Apple M1 Pro,3,8,8,2.4,3.3,Apple,Apple Integrated,2,4,16,NVMe,1024,1,OLED,13.3,1920x1080,60,80,120,1.82,12,2048.99
P008224,LP-LENOVO-PRO-NJ9-2023,Lenovo,Lenovo Pro NJ9,Pro,Laptop,2023,Windows,Mainstream,Intel,Intel i7-10837,4,14,28,2.6,3.6,NVIDIA,RTX 40 80,4,10,72,NVMe,512,1,QLED,13.3,3840x2160,60,99,90,2.32,24,2657.99
P008225,LP-GIGABYTE-STEALTH-SSU-2025,Gigabyte,Gigabyte Stealth SSU,Stealth,Laptop,2025,Linux,Gaming,Intel,Intel i7-13855,4,12,24,2.6,3.5,NVIDIA,RTX 30 80 Ti,5,12,72,NVMe,512,2,OLED,16.0,2880x1800,90,56,90,1.53,24,2859.99
P008226,LP-ASUS-ZEN-QSO-2025,ASUS,ASUS Zen QSO,Zen,Laptop,2025,Windows,Ultrabook,Intel,Intel i7-13179,4,12,24,2.6,3.5,NVIDIA,RTX 40 80 Ti,5,12,64,HDD,512,1,OLED,14.0,1920x1080,60,80,90,1.37,36,2516.99
P008227,LP-HP-PRO-20I-2024,HP,HP Pro 20I,Pro,Laptop,2024,Windows,Ultrabook,AMD,AMD Ryzen 3 4206,1,4,8,2.0,2.8,NVIDIA,RTX 30 50,1,4,8,HDD,1024,1,LED,14.0,1920x1080,60,70,180,1.57,24,1147.99
P008228,LP-ASUS-AIR-UEM-2022,ASUS,ASUS Air UEM,Air,Laptop,2022,Windows,2-in-1,AMD,AMD Ryzen 5 3152,3,8,16,2.4,3.4,NVIDIA,RTX 30 60,2,6,16,HDD,512,1,LED,15.6,1920x1080,120,90,120,3.0,36,936.99
P008229,LP-LENOVO-CREATOR-3YW-2025,Lenovo,Lenovo Creator 3YW,Creator,Laptop,2025,Windows,Mainstream,AMD,AMD Ryzen 5 6614,3,10,20,2.4,3.2,Intel,Arc A700,4,0,32,HDD,256,2,Mini-LED,14.0,1920x1080,90,60,120,1.37,24,2248.99
P008230,LP-DELL-SLIM-AZW-2023,Dell,Dell Slim AZW,Slim,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 5 3774,3,8,16,2.4,3.5,AMD,RX 7000 70,3,8,32,SSD,256,1,IPS,13.3,2560x1600,60,56,180,1.82,12,2137.99
P008231,LP-APPLE-NITRO-C3J-2019,Apple,Apple Nitro C3J,Nitro,Laptop,2019,Windows,Mainstream,Apple,Apple M1,5,16,16,2.8,3.7,Apple,Apple Integrated,4,0,64,Hybrid,512,1,VA,15.6,2880x1800,60,70,90,1.5,24,2704.99
P008232,LP-LENOVO-LEGION-DNU-2025,Lenovo,Lenovo Legion DNU,Legion,Laptop,2025,Windows,2-in-1,Intel,Intel i7-10895,5,18,36,2.8,3.7,NVIDIA,RTX 20 80 Ti,5,12,96,NVMe,4096,2,IPS,15.6,1920x1080,120,70,65,2.5,24,2406.99
P008233,LP-DELL-CREATOR-PA4-2024,Dell,Dell Creator PA4,Creator,Laptop,2024,Windows,Ultrabook,Intel,Intel i5-11348,3,8,14,2.4,3.3,AMD,RX 7000 60,2,6,24,Hybrid,2048,1,Mini-LED,13.3,1920x1080,60,90,90,2.32,36,1828.99
P008234,LP-GIGABYTE-CREATOR-VC2-2023,Gigabyte,Gigabyte Creator VC2,Creator,Laptop,2023,Windows,Ultrabook,AMD,AMD Ryzen 3 4263,1,6,12,2.0,2.9,NVIDIA,RTX 40 50,1,4,16,SSD,256,1,Mini-LED,14.0,2880x1800,144,80,65,1.37,24,1646.99
P008235,LP-MSI-LEGION-DIS-2022,MSI,MSI Legion DIS,Legion,Laptop,2022,Windows,Mainstream,Intel,Intel i3-14848,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,VA,17.3,1920x1080,240,60,120,1.84,48,1257.99
P008236,LP-HP-BLADE-SY8-2022,HP,HP Blade SY8,Blade,Laptop,2022,Windows,2-in-1,Intel,Intel i7-14220,4,12,24,2.6,3.5,Intel,Arc B580,3,6,32,NVMe,1024,2,OLED,16.0,2880x1800,90,80,45,1.33,12,2262.99
P008237,LP-GIGABYTE-PRO-SHW-2025,Gigabyte,Gigabyte Pro SHW,Pro,Laptop,2025,ChromeOS,Ultrabook,Intel,Intel i5-12653,3,8,16,2.4,3.2,NVIDIA,RTX 20 80,4,10,32,NVMe,512,2,LED,15.6,3840x2160,60,50,180,2.0,36,2185.99
P008238,LP-ACER-SLIM-F9A-2020,Acer,Acer Slim F9A,Slim,Laptop,2020,macOS,Mainstream,Intel,Intel i5-11247,3,8,16,2.4,3.2,NVIDIA,RTX 40 60,2,6,24,HDD,1024,1,Mini-LED,14.0,1920x1080,60,70,120,2.87,12,1573.99
P008239,LP-LENOVO-CREATOR-Q1K-2022,Lenovo,Lenovo Creator Q1K,Creator,Laptop,2022,Windows,Workstation,AMD,AMD Ryzen 5 4908,2,6,12,2.2,3.1,NVIDIA,RTX 30 70,3,8,16,NVMe,512,1,LED,15.6,2880x1800,60,70,90,1.3,12,1607.99
P008240,LP-ACER-CREATOR-BZH-2025,Acer,Acer Creator BZH,Creator,Laptop,2025,Windows,2-in-1,AMD,AMD Ryzen 5 6622,3,10,18,2.4,3.4,NVIDIA,RTX 40 50,1,4,16,NVMe,256,1,OLED,14.0,1920x1080,165,60,65,0.97,12,1739.99
P008241,LP-SAMSUNG-STEALTH-E1X-2021,Samsung,Samsung Stealth E1X,Stealth,Laptop,2021,macOS,Ultrabook,AMD,AMD Ryzen 5 3363,2,8,16,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,HDD,512,1,QLED,15.6,1920x1080,144,90,120,1.1,48,1664.99
P008242,LP-LENOVO-THINK-ZWN-2021,Lenovo,Lenovo Think ZWN,Think,Laptop,2021,Windows,Gaming,Intel,Intel i7-14871,4,12,24,2.6,3.6,NVIDIA,RTX 30 80 Ti,5,12,64,SSD,256,2,VA,14.0,1920x1080,120,60,180,1.57,36,2358.99
P008243,LP-APPLE-THINK-CCO-2020,Apple,Apple Think CCO,Think,Laptop,2020,macOS,Workstation,Apple,Apple M1 Max,3,8,8,2.4,3.3,Apple,Apple Integrated,3,0,32,HDD,256,1,Mini-LED,14.0,1920x1080,60,56,120,1.17,48,1960.99
P008244,LP-ASUS-LEGION-N7A-2021,ASUS,ASUS Legion N7A,Legion,Laptop,2021,ChromeOS,Gaming,Intel,Intel i7-11337,4,14,28,2.6,3.4,AMD,RX 6000 80,4,10,64,SSD,512,1,OLED,15.6,1920x1080,90,90,90,2.0,12,1903.99
P008245,LP-RAZER-LEGION-13S-2025,Razer,Razer Legion 13S,Legion,Laptop,2025,Windows,Ultrabook,AMD,AMD Ryzen 7 6827,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,NVMe,256,1,LED,17.3,3840x2160,144,70,90,1.44,24,3066.99
P008246,LP-APPLE-SLIM-690-2024,Apple,Apple Slim 690,Slim,Laptop,2024,macOS,Ultrabook,Apple,Apple M3 Pro,5,16,16,2.8,3.7,Apple,Apple Integrated,4,2,64,HDD,2048,1,IPS,15.6,2560x1600,60,80,240,1.1,24,3353.99
P008247,LP-HP-THINK-UJ8-2024,HP,HP Think UJ8,Think,Laptop,2024,Windows,Gaming,Intel,Intel i5-13316,2,6,12,2.2,3.1,NVIDIA,RTX 40 60,2,6,24,SSD,256,2,LED,15.6,2560x1600,60,90,90,1.5,12,1302.99
P008248,LP-APPLE-NITRO-650-2019,Apple,Apple Nitro 650,Nitro,Laptop,2019,Windows,Workstation,Apple,Apple M3 Pro,5,16,16,2.8,3.9,Apple,Apple Integrated,3,4,64,Hybrid,2048,1,LED,14.0,1920x1080,120,60,65,1.57,24,2356.99
P008249,LP-ACER-ZEN-0AY-2024,Acer,Acer Zen 0AY,Zen,Laptop,2024,Windows,Gaming,Intel,Intel i5-12804,3,10,20,2.4,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,2048,1,Mini-LED,15.6,2560x1600,60,80,180,1.5,12,2083.99
P008250,LP-HP-CREATOR-98T-2020,HP,HP Creator 98T,Creator,Laptop,2020,Windows,Gaming,Intel,Intel i5-13330,3,8,16,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,1,LED,13.3,1920x1080,60,80,120,1.82,36,1732.99
P008251,LP-ASUS-BLADE-DYT-2018,ASUS,ASUS Blade DYT,Blade,Laptop,2018,Windows,Gaming,AMD,AMD Ryzen 5 4551,2,6,12,2.2,3.0,NVIDIA,RTX 40 60,2,6,16,NVMe,256,1,QLED,13.3,2560x1600,90,70,90,1.32,24,1413.99
P008252,LP-MSI-THINK-U37-2019,MSI,MSI Think U37,Think,Laptop,2019,Windows,Mainstream,Intel,Intel i7-12354,4,14,28,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,HDD,512,1,OLED,14.0,1920x1080,60,80,180,1.17,24,2076.99
P008253,LP-LENOVO-BLADE-Y41-2023,Lenovo,Lenovo Blade Y41,Blade,Laptop,2023,Windows,Workstation,Intel,Intel i3-13802,1,4,8,2.0,3.1,Apple,Apple Integrated,1,4,8,NVMe,1024,2,OLED,13.3,1920x1080,60,90,120,1.32,12,1456.99
P008254,LP-SAMSUNG-THINK-Q6Y-2025,Samsung,Samsung Think Q6Y,Think,Laptop,2025,Windows,Mainstream,Intel,Intel i5-12900,3,8,16,2.4,3.4,Apple,Apple Integrated,3,4,32,NVMe,256,2,OLED,15.6,1920x1080,120,60,65,1.5,24,1827.99
P008255,LP-HP-ZEN-PSJ-2024,HP,HP Zen PSJ,Zen,Laptop,2024,ChromeOS,Gaming,Intel,Intel i5-10425,2,6,12,2.2,3.3,Intel,Arc A380,2,4,32,NVMe,1024,1,LED,14.0,2560x1600,144,56,90,1.37,24,1833.99
P008256,LP-LENOVO-STEALTH-XBO-2024,Lenovo,Lenovo Stealth XBO,Stealth,Laptop,2024,Windows,Mainstream,AMD,AMD Ryzen 7 6947,5,16,32,2.8,3.8,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,512,1,OLED,14.0,3840x2160,90,50,90,1.17,12,2971.99
P008257,LP-APPLE-NITRO-52B-2022,Apple,Apple Nitro 52B,Nitro,Laptop,2022,macOS,Ultrabook,Apple,Apple M1 Pro,3,8,8,2.4,3.3,Apple,Apple Integrated,3,0,32,HDD,2048,2,LED,15.6,1920x1080,120,56,90,2.5,12,2323.99
P008258,LP-APPLE-THINK-2LK-2023,Apple,Apple Think 2LK,Think,Laptop,2023,Windows,Workstation,Apple,Apple M2,4,12,12,2.6,3.5,Apple,Apple Integrated,4,2,64,Hybrid,512,1,VA,14.0,3840x2160,120,80,90,1.57,24,2867.99
