repair_id,product_id,sku,component_id,component_type,failure_date,date_key,failure_year,failure_month,failure_quarter,failure_type,failure_description,repair_status,warranty_claim,warranty_status,release_year,product_age_years,warranty_months,repair_cost,replacement_cost,bom_replacement_cost,cost_difference,repair_vs_replacement_ratio,downtime_days,component_cost,repairability_score,recyclability_score,estimated_resale_value,brand,model,product_family,msrp,component_type_bom
R0010775,P018343,LP-APPLE-ZEN-OFT-2024,MB-APPLE-ZEN-OFT-2024,Motherboard,2024-05-07,20240507,2024,5,Q2,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2024,0,24,127.5,306.93,306.93,179.43,0.41540416381585377,6,263.64,4,7,65.75,Apple,Apple Zen OFT,Zen,1227.99,Motherboard
R0010776,P018344,LP-APPLE-SLIM-EHJ-2023,MB-APPLE-SLIM-EHJ-2023,Motherboard,2023-10-12,20231012,2023,10,Q4,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2023,0,24,452.36,452.36,452.36,0.0,1.0,12,380.22,4,7,188.19,Apple,Apple Slim EHJ,Slim,1904.99,Motherboard
R0010777,P018346,LP-DELL-CREATOR-9F8-2022,BAT-DELL-CREATOR-9F8-2022,Battery,2025-08-25,20250825,2025,8,Q3,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2022,3,24,222.51,222.51,222.51,0.0,1.0,3,192.28,8,5,94.6,Dell,Dell Creator 9F8,Creator,2299.99,Battery
R0010778,P018348,LP-DELL-SLIM-6K7-2025,BAT-DELL-SLIM-6K7-2025,Battery,2026-05-07,20260507,2026,5,Q2,Battery swelling,Battery swelling reported for battery.,Component Replaced,True,Under Warranty,2025,1,48,225.63,225.63,225.63,0.0,1.0,1,196.78,8,5,100.83,Dell,Dell Slim 6K7,Slim,2402.99,Battery
R0010779,P018348,LP-DELL-SLIM-6K7-2025,SSD-DELL-SLIM-6K7-2025,SSD,2025-10-08,20251008,2025,10,Q4,Read/write errors,Read/write errors reported for ssd.,Repaired,True,Under Warranty,2025,0,48,123.05,239.24,239.24,116.19000000000001,0.5143370673800367,7,216.58,8,7,93.25,Dell,Dell Slim 6K7,Slim,2402.99,SSD
R0010780,P018350,LP-ASUS-CREATOR-FWV-2021,KBD-ASUS-CREATOR-FWV-2021,Keyboard,2021-07-11,20210711,2021,7,Q3,Liquid damage,Liquid damage reported for keyboard.,Repaired,True,Under Warranty,2021,0,48,34.17,70.61,70.61,36.44,0.4839257895482227,4,65.73,7,6,27.47,ASUS,ASUS Creator FWV,Creator,1685.99,Keyboard
R0010781,P018355,LP-DELL-BLADE-61M-2019,DSP-DELL-BLADE-61M-2019,Display,2025-06-10,20250610,2025,6,Q2,Dead pixels,Dead pixels reported for display.,Repaired,False,Out of Warranty,2019,6,12,134.35,272.86,272.86,138.51000000000002,0.4923770431723228,7,254.38,6,6,96.67,Dell,Dell Blade 61M,Blade,1292.99,Display
R0010782,P018357,LP-RAZER-CREATOR-CI3-2024,MB-RAZER-CREATOR-CI3-2024,Motherboard,2026-05-06,20260506,2026,5,Q2,Power failure,Power failure reported for motherboard.,Repaired,False,Out of Warranty,2024,2,24,156.04,275.77,275.77,119.72999999999999,0.5658338470464518,12,260.64,4,7,94.56,Razer,Razer Creator CI3,Creator,1203.99,Motherboard
R0010783,P018359,LP-SAMSUNG-STEALTH-KSS-2023,MB-SAMSUNG-STEALTH-KSS-2023,Motherboard,2025-07-03,20250703,2025,7,Q3,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2023,2,12,454.13,454.13,454.13,0.0,1.0,11,402.31,4,7,86.65,Samsung,Samsung Stealth KSS,Stealth,1877.99,Motherboard
R0010784,P018363,LP-MSI-BLADE-M01-2022,MB-MSI-BLADE-M01-2022,Motherboard,2023-06-06,20230606,2023,6,Q2,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2022,1,12,327.57,327.57,327.57,0.0,1.0,12,305.55,4,7,129.06,MSI,MSI Blade M01,Blade,1361.99,Motherboard
R0010785,P018363,LP-MSI-BLADE-M01-2022,BAT-MSI-BLADE-M01-2022,Battery,2025-06-01,20250601,2025,6,Q2,Battery not charging,Battery not charging reported for battery.,Component Replaced,False,Out of Warranty,2022,3,12,138.98,138.98,138.98,0.0,1.0,2,115.92,8,5,51.69,MSI,MSI Blade M01,Blade,1361.99,Battery
R0010786,P018364,LP-MSI-STEALTH-B8G-2025,MB-MSI-STEALTH-B8G-2025,Motherboard,2025-09-12,20250912,2025,9,Q3,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,0,12,418.54,418.54,418.54,0.0,1.0,12,395.34,4,7,211.53,MSI,MSI Stealth B8G,Stealth,1693.99,Motherboard
R0010787,P018365,LP-ASUS-ZEN-G2E-2018,MB-ASUS-ZEN-G2E-2018,Motherboard,2020-03-19,20200319,2020,3,Q1,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2018,2,24,316.77,316.77,316.77,0.0,1.0,8,254.98,4,7,153.15,ASUS,ASUS Zen G2E,Zen,1090.99,Motherboard
R0010788,P018365,LP-ASUS-ZEN-G2E-2018,BAT-ASUS-ZEN-G2E-2018,Battery,2022-09-23,20220923,2022,9,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2018,4,24,96.91,96.91,96.91,0.0,1.0,4,80.91,8,5,44.67,ASUS,ASUS Zen G2E,Zen,1090.99,Battery
R0010789,P018367,LP-HP-NITRO-V21-2023,BAT-HP-NITRO-V21-2023,Battery,2025-11-28,20251128,2025,11,Q4,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2023,2,24,162.31,162.31,162.31,0.0,1.0,4,134.9,8,5,68.02,HP,HP Nitro V21,Nitro,1664.99,Battery
R0010790,P018368,LP-DELL-PRO-A9A-2022,BAT-DELL-PRO-A9A-2022,Battery,2024-12-01,20241201,2024,12,Q4,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2022,2,24,113.08,213.58,213.58,100.50000000000001,0.5294503230639572,1,194.89,8,5,70.92,Dell,Dell Pro A9A,Pro,2518.99,Battery
R0010791,P018370,LP-ASUS-NITRO-3XZ-2023,BAT-ASUS-NITRO-3XZ-2023,Battery,2023-11-08,20231108,2023,11,Q4,Battery not charging,Battery not charging reported for battery.,End of Life,True,Under Warranty,2023,0,24,41.3,283.32,283.32,242.01999999999998,0.1457715657207398,3,249.55,8,5,73.54,ASUS,ASUS Nitro 3XZ,Nitro,2879.99,Battery
R0010792,P018372,LP-DELL-BLADE-PW1-2024,MB-DELL-BLADE-PW1-2024,Motherboard,2026-03-28,20260328,2026,3,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,2,48,446.95,446.95,446.95,0.0,1.0,12,397.64,4,7,116.82,Dell,Dell Blade PW1,Blade,1911.99,Motherboard
R0010793,P018372,LP-DELL-BLADE-PW1-2024,DSP-DELL-BLADE-PW1-2024,Display,2026-03-02,20260302,2026,3,Q1,Dead pixels,Dead pixels reported for display.,Component Replaced,True,Under Warranty,2024,2,48,408.52,408.52,408.52,0.0,1.0,6,363.95,6,6,173.7,Dell,Dell Blade PW1,Blade,1911.99,Display
R0010794,P018374,LP-LENOVO-PRO-GDI-2025,DSP-LENOVO-PRO-GDI-2025,Display,2026-07-19,20260719,2026,7,Q3,Screen flickering,Screen flickering reported for display.,Component Replaced,False,Out of Warranty,2025,1,12,501.24,501.24,501.24,0.0,1.0,6,421.81,6,6,214.5,Lenovo,Lenovo Pro GDI,Pro,2584.99,Display
R0010795,P018374,LP-LENOVO-PRO-GDI-2025,KBD-LENOVO-PRO-GDI-2025,Keyboard,2025-05-18,20250518,2025,5,Q2,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,True,Under Warranty,2025,0,12,125.09,125.09,125.09,0.0,1.0,5,106.15,7,6,58.51,Lenovo,Lenovo Pro GDI,Pro,2584.99,Keyboard
R0010796,P018375,LP-LENOVO-SLIM-HTG-2020,DSP-LENOVO-SLIM-HTG-2020,Display,2021-10-14,20211014,2021,10,Q4,Display failure,Display failure reported for display.,End of Life,True,Under Warranty,2020,1,36,25.46,267.18,267.18,241.72,0.09529156373980088,5,216.81,6,6,102.06,Lenovo,Lenovo Slim HTG,Slim,1327.99,Display
R0010797,P018376,LP-LENOVO-AIR-SGU-2019,BAT-LENOVO-AIR-SGU-2019,Battery,2022-11-24,20221124,2022,11,Q4,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2019,3,12,55.74,123.36,123.36,67.62,0.45184824902723736,3,101.95,8,5,27.96,Lenovo,Lenovo Air SGU,Air,1378.99,Battery
R0010798,P018378,LP-DELL-NITRO-QAJ-2023,DSP-DELL-NITRO-QAJ-2023,Display,2025-01-29,20250129,2025,1,Q1,Backlight failure,Backlight failure reported for display.,Component Replaced,False,Out of Warranty,2023,2,12,270.27,270.27,270.27,0.0,1.0,4,244.76,6,6,54.02,Dell,Dell Nitro QAJ,Nitro,1507.99,Display
R0010799,P018379,LP-SAMSUNG-BLADE-HHY-2019,MB-SAMSUNG-BLADE-HHY-2019,Motherboard,2026-05-23,20260523,2026,5,Q2,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2019,7,12,502.13,502.13,502.13,0.0,1.0,13,415.65,4,7,223.8,Samsung,Samsung Blade HHY,Blade,1745.99,Motherboard
R0010800,P018379,LP-SAMSUNG-BLADE-HHY-2019,BAT-SAMSUNG-BLADE-HHY-2019,Battery,2020-12-04,20201204,2020,12,Q4,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,False,Out of Warranty,2019,1,12,79.23,152.06,152.06,72.83,0.5210443246087071,1,139.16,8,5,64.65,Samsung,Samsung Blade HHY,Blade,1745.99,Battery
R0010801,P018380,LP-HP-THINK-8EX-2020,SSD-HP-THINK-8EX-2020,SSD,2021-07-24,20210724,2021,7,Q3,Storage failure,Storage failure reported for ssd.,Component Replaced,False,Out of Warranty,2020,1,12,195.87,195.87,195.87,0.0,1.0,3,179.17,8,7,83.06,HP,HP Think 8EX,Think,2125.99,SSD
R0010802,P018381,LP-APPLE-ZEN-C0A-2022,DSP-APPLE-ZEN-C0A-2022,Display,2025-10-20,20251020,2025,10,Q4,Screen flickering,Screen flickering reported for display.,Repaired,False,Out of Warranty,2022,3,12,249.71,819.77,819.77,570.06,0.3046098295863474,3,687.4,6,6,304.06,Apple,Apple Zen C0A,Zen,3574.99,Display
R0010803,P018385,LP-LENOVO-STEALTH-3YQ-2025,BAT-LENOVO-STEALTH-3YQ-2025,Battery,2025-03-23,20250323,2025,3,Q1,Rapid battery drain,Rapid battery drain reported for battery.,End of Life,True,Under Warranty,2025,0,24,6.5,112.69,112.69,106.19,0.05768036205519567,1,91.79,8,5,27.63,Lenovo,Lenovo Stealth 3YQ,Stealth,1076.99,Battery
R0010804,P018388,LP-LENOVO-LEGION-WD5-2024,MB-LENOVO-LEGION-WD5-2024,Motherboard,2025-05-28,20250528,2025,5,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,False,Out of Warranty,2024,1,12,408.27,408.27,408.27,0.0,1.0,11,334.15,4,7,199.06,Lenovo,Lenovo Legion WD5,Legion,1485.99,Motherboard
R0010805,P018391,LP-SAMSUNG-BLADE-RR3-2022,MB-SAMSUNG-BLADE-RR3-2022,Motherboard,2024-04-03,20240403,2024,4,Q2,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2022,2,36,338.57,338.57,338.57,0.0,1.0,7,276.08,4,7,91.64,Samsung,Samsung Blade RR3,Blade,1384.99,Motherboard
R0010806,P018392,LP-DELL-CREATOR-QK0-2020,DSP-DELL-CREATOR-QK0-2020,Display,2025-07-21,20250721,2025,7,Q3,Screen flickering,Screen flickering reported for display.,Component Replaced,False,Out of Warranty,2020,5,36,465.39,465.39,465.39,0.0,1.0,3,417.71,6,6,110.55,Dell,Dell Creator QK0,Creator,2278.99,Display
R0010807,P018393,LP-APPLE-AIR-M31-2019,SSD-APPLE-AIR-M31-2019,SSD,2023-07-01,20230701,2023,7,Q3,Drive not detected,Drive not detected reported for ssd.,Repaired,False,Out of Warranty,2019,4,12,104.71,177.29,177.29,72.58,0.5906142478425179,7,144.62,8,7,86.52,Apple,Apple Air M31,Air,1708.99,SSD
R0010808,P018394,LP-APPLE-LEGION-X3K-2020,BAT-APPLE-LEGION-X3K-2020,Battery,2025-08-08,20250808,2025,8,Q3,Battery swelling,Battery swelling reported for battery.,Component Replaced,False,Out of Warranty,2020,5,12,227.56,227.56,227.56,0.0,1.0,2,191.76,8,5,70.49,Apple,Apple Legion X3K,Legion,2566.99,Battery
R0010809,P018398,LP-APPLE-SLIM-ACV-2022,MB-APPLE-SLIM-ACV-2022,Motherboard,2023-06-28,20230628,2023,6,Q2,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2022,1,12,690.62,690.62,690.62,0.0,1.0,5,615.25,4,7,304.23,Apple,Apple Slim ACV,Slim,2898.99,Motherboard
R0010810,P018399,LP-LENOVO-LEGION-8GE-2025,MB-LENOVO-LEGION-8GE-2025,Motherboard,2025-10-11,20251011,2025,10,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,0,12,342.49,342.49,342.49,0.0,1.0,13,276.15,4,7,152.22,Lenovo,Lenovo Legion 8GE,Legion,1276.99,Motherboard
R0010811,P018400,LP-HP-LEGION-0IB-2024,DSP-HP-LEGION-0IB-2024,Display,2026-03-18,20260318,2026,3,Q1,Display failure,Display failure reported for display.,Component Replaced,True,Under Warranty,2024,2,48,408.42,408.42,408.42,0.0,1.0,9,360.8,6,6,215.61,HP,HP Legion 0IB,Legion,2137.99,Display
R0010812,P018400,LP-HP-LEGION-0IB-2024,RAM-HP-LEGION-0IB-2024,RAM,2024-11-27,20241127,2024,11,Q4,System crashes,System crashes reported for ram.,Component Replaced,True,Under Warranty,2024,0,48,171.98,171.98,171.98,0.0,1.0,4,142.53,9,8,31.98,HP,HP Legion 0IB,Legion,2137.99,RAM
R0010813,P018401,LP-GIGABYTE-PRO-3Y3-2024,DSP-GIGABYTE-PRO-3Y3-2024,Display,2026-05-30,20260530,2026,5,Q2,Backlight failure,Backlight failure reported for display.,Repaired,False,Out of Warranty,2024,2,24,218.98,420.66,420.66,201.68000000000004,0.5205629249274948,5,388.12,6,6,160.46,Gigabyte,Gigabyte Pro 3Y3,Pro,2130.99,Display
R0010814,P018402,LP-RAZER-SLIM-LHL-2023,MB-RAZER-SLIM-LHL-2023,Motherboard,2024-10-31,20241031,2024,10,Q4,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,1,24,733.87,733.87,733.87,0.0,1.0,5,611.03,4,7,163.13,Razer,Razer Slim LHL,Slim,2650.99,Motherboard
R0010815,P018403,LP-ACER-BLADE-UHD-2021,MB-ACER-BLADE-UHD-2021,Motherboard,2023-10-19,20231019,2023,10,Q4,System instability,System instability reported for motherboard.,Repaired,True,Under Warranty,2021,2,36,144.62,315.73,315.73,171.11,0.45804959934120926,8,274.4,4,7,161.89,Acer,Acer Blade UHD,Blade,1343.99,Motherboard
R0010816,P018404,LP-APPLE-LEGION-4VB-2021,DSP-APPLE-LEGION-4VB-2021,Display,2023-05-11,20230511,2023,5,Q2,Backlight failure,Backlight failure reported for display.,Component Replaced,False,Out of Warranty,2021,2,12,630.01,630.01,630.01,0.0,1.0,9,509.04,6,6,127.98,Apple,Apple Legion 4VB,Legion,3029.99,Display
R0010817,P018406,LP-APPLE-BLADE-XN2-2023,DSP-APPLE-BLADE-XN2-2023,Display,2025-12-10,20251210,2025,12,Q4,Screen flickering,Screen flickering reported for display.,Component Replaced,False,Out of Warranty,2023,2,12,470.67,470.67,470.67,0.0,1.0,3,383.63,6,6,188.98,Apple,Apple Blade XN2,Blade,2007.99,Display
R0010818,P018407,LP-ASUS-SLIM-L0G-2025,KBD-ASUS-SLIM-L0G-2025,Keyboard,2026-04-16,20260416,2026,4,Q2,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,True,Under Warranty,2025,1,24,57.2,57.2,57.2,0.0,1.0,2,50.21,7,6,14.88,ASUS,ASUS Slim L0G,Slim,1210.99,Keyboard
R0010819,P018410,LP-APPLE-BLADE-01O-2022,MB-APPLE-BLADE-01O-2022,Motherboard,2025-08-15,20250815,2025,8,Q3,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,False,Out of Warranty,2022,3,24,522.25,522.25,522.25,0.0,1.0,15,423.71,4,7,171.36,Apple,Apple Blade 01O,Blade,2106.99,Motherboard
R0010820,P018417,LP-HP-STEALTH-UC8-2025,MB-HP-STEALTH-UC8-2025,Motherboard,2026-08-21,20260821,2026,8,Q3,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,1,24,277.79,277.79,277.79,0.0,1.0,8,253.11,4,7,144.25,HP,HP Stealth UC8,Stealth,1058.99,Motherboard
R0010821,P018417,LP-HP-STEALTH-UC8-2025,DSP-HP-STEALTH-UC8-2025,Display,2026-05-23,20260523,2026,5,Q2,Dead pixels,Dead pixels reported for display.,Component Replaced,True,Under Warranty,2025,1,24,231.04,231.04,231.04,0.0,1.0,5,196.38,6,6,47.26,HP,HP Stealth UC8,Stealth,1058.99,Display
R0010822,P018417,LP-HP-STEALTH-UC8-2025,BAT-HP-STEALTH-UC8-2025,Battery,2025-10-06,20251006,2025,10,Q4,Battery degradation,Battery degradation reported for battery.,Component Replaced,True,Under Warranty,2025,0,24,98.13,98.13,98.13,0.0,1.0,2,87.43,8,5,47.75,HP,HP Stealth UC8,Stealth,1058.99,Battery
R0010823,P018420,LP-LENOVO-LEGION-B0H-2018,SSD-LENOVO-LEGION-B0H-2018,SSD,2025-04-28,20250428,2025,4,Q2,Storage failure,Storage failure reported for ssd.,Repaired,False,Out of Warranty,2018,7,48,54.24,112.33,112.33,58.089999999999996,0.4828629929671504,6,90.11,8,7,43.59,Lenovo,Lenovo Legion B0H,Legion,1069.99,SSD
R0010824,P018425,LP-MSI-NITRO-U2M-2023,KBD-MSI-NITRO-U2M-2023,Keyboard,2025-11-20,20251120,2025,11,Q4,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,False,Out of Warranty,2023,2,12,26.11,55.79,55.79,29.68,0.46800501882057716,3,52.5,7,6,24.9,MSI,MSI Nitro U2M,Nitro,1447.99,Keyboard
R0010825,P018429,LP-DELL-AIR-ENM-2025,KBD-DELL-AIR-ENM-2025,Keyboard,2025-04-02,20250402,2025,4,Q2,Key failure,Key failure reported for keyboard.,Component Replaced,True,Under Warranty,2025,0,24,122.89,122.89,122.89,0.0,1.0,3,113.45,7,6,60.35,Dell,Dell Air ENM,Air,3130.99,Keyboard
R0010826,P018430,LP-DELL-STEALTH-HMW-2022,KBD-DELL-STEALTH-HMW-2022,Keyboard,2024-05-31,20240531,2024,5,Q2,Key failure,Key failure reported for keyboard.,Repaired,True,Under Warranty,2022,2,48,27.49,103.93,103.93,76.44000000000001,0.26450495525834694,1,85.73,7,6,49.57,Dell,Dell Stealth HMW,Stealth,2235.99,Keyboard
R0010827,P018432,LP-HP-CREATOR-J61-2020,BAT-HP-CREATOR-J61-2020,Battery,2025-12-04,20251204,2025,12,Q4,Battery swelling,Battery swelling reported for battery.,Component Replaced,False,Out of Warranty,2020,5,36,172.5,172.5,172.5,0.0,1.0,3,150.78,8,5,51.77,HP,HP Creator J61,Creator,1882.99,Battery
R0010828,P018433,LP-SAMSUNG-THINK-GET-2019,SSD-SAMSUNG-THINK-GET-2019,SSD,2020-01-30,20200130,2020,1,Q1,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2019,1,12,185.98,185.98,185.98,0.0,1.0,7,153.11,8,7,54.53,Samsung,Samsung Think GET,Think,1577.99,SSD
R0010829,P018433,LP-SAMSUNG-THINK-GET-2019,KBD-SAMSUNG-THINK-GET-2019,Keyboard,2023-07-12,20230712,2023,7,Q3,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,False,Out of Warranty,2019,4,12,77.2,77.2,77.2,0.0,1.0,5,65.17,7,6,15.24,Samsung,Samsung Think GET,Think,1577.99,Keyboard
R0010830,P018435,LP-SAMSUNG-NITRO-XU9-2022,BAT-SAMSUNG-NITRO-XU9-2022,Battery,2025-07-12,20250712,2025,7,Q3,Battery swelling,Battery swelling reported for battery.,Component Replaced,False,Out of Warranty,2022,3,12,174.12,174.12,174.12,0.0,1.0,1,161.53,8,5,60.62,Samsung,Samsung Nitro XU9,Nitro,2184.99,Battery
R0010831,P018436,LP-RAZER-BLADE-PWL-2023,MB-RAZER-BLADE-PWL-2023,Motherboard,2024-12-25,20241225,2024,12,Q4,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,1,36,869.16,869.16,869.16,0.0,1.0,14,816.06,4,7,172.74,Razer,Razer Blade PWL,Blade,3400.99,Motherboard
R0010832,P018437,LP-DELL-AIR-GJD-2025,DSP-DELL-AIR-GJD-2025,Display,2025-10-28,20251028,2025,10,Q4,Dead pixels,Dead pixels reported for display.,Component Replaced,True,Under Warranty,2025,0,24,388.83,388.83,388.83,0.0,1.0,3,320.49,6,6,70.54,Dell,Dell Air GJD,Air,1751.99,Display
R0010833,P018438,LP-ASUS-ZEN-I3L-2022,MB-ASUS-ZEN-I3L-2022,Motherboard,2024-01-26,20240126,2024,1,Q1,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2022,2,24,433.84,433.84,433.84,0.0,1.0,13,409.79,4,7,132.98,ASUS,ASUS Zen I3L,Zen,1834.99,Motherboard
R0010834,P018439,LP-RAZER-BLADE-6OJ-2024,MB-RAZER-BLADE-6OJ-2024,Motherboard,2024-02-03,20240203,2024,2,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,0,24,603.19,603.19,603.19,0.0,1.0,14,506.03,4,7,214.21,Razer,Razer Blade 6OJ,Blade,2279.99,Motherboard
R0010835,P018442,LP-ACER-SLIM-MUS-2024,RAM-ACER-SLIM-MUS-2024,RAM,2024-07-17,20240717,2024,7,Q3,System crashes,System crashes reported for ram.,Component Replaced,True,Under Warranty,2024,0,24,155.66,155.66,155.66,0.0,1.0,3,136.52,9,8,35.66,Acer,Acer Slim MUS,Slim,1858.99,RAM
R0010836,P018444,LP-APPLE-PRO-N6Z-2022,SSD-APPLE-PRO-N6Z-2022,SSD,2025-12-10,20251210,2025,12,Q4,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2022,3,12,158.23,158.23,158.23,0.0,1.0,7,143.58,8,7,70.92,Apple,Apple Pro N6Z,Pro,1603.99,SSD
R0010837,P018446,LP-ACER-STEALTH-Q91-2025,MB-ACER-STEALTH-Q91-2025,Motherboard,2025-04-04,20250404,2025,4,Q2,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,0,24,665.88,665.88,665.88,0.0,1.0,15,614.18,4,7,304.36,Acer,Acer Stealth Q91,Stealth,2615.99,Motherboard
R0010838,P018448,LP-ACER-LEGION-A10-2022,BAT-ACER-LEGION-A10-2022,Battery,2025-12-16,20251216,2025,12,Q4,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2022,3,24,52.4,177.91,177.91,125.50999999999999,0.29453094261143276,1,164.76,8,5,101.37,Acer,Acer Legion A10,Legion,2087.99,Battery
R0010839,P018449,LP-GIGABYTE-STEALTH-2GM-2024,SSD-GIGABYTE-STEALTH-2GM-2024,SSD,2024-06-16,20240616,2024,6,Q2,Storage failure,Storage failure reported for ssd.,Component Replaced,True,Under Warranty,2024,0,12,186.99,186.99,186.99,0.0,1.0,7,159.4,8,7,80.51,Gigabyte,Gigabyte Stealth 2GM,Stealth,1865.99,SSD
R0010840,P018450,LP-SAMSUNG-LEGION-9G0-2024,KBD-SAMSUNG-LEGION-9G0-2024,Keyboard,2024-10-02,20241002,2024,10,Q4,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,True,Under Warranty,2024,0,24,103.46,103.46,103.46,0.0,1.0,5,83.94,7,6,37.75,Samsung,Samsung Legion 9G0,Legion,2261.99,Keyboard
R0010841,P018452,LP-ASUS-PRO-EEA-2023,SSD-ASUS-PRO-EEA-2023,SSD,2025-09-25,20250925,2025,9,Q3,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2023,2,12,111.5,111.5,111.5,0.0,1.0,4,100.93,8,7,50.29,ASUS,ASUS Pro EEA,Pro,1218.99,SSD
R0010842,P018453,LP-MSI-SLIM-80X-2019,RAM-MSI-SLIM-80X-2019,RAM,2022-08-06,20220806,2022,8,Q3,RAM module failure,RAM module failure reported for ram.,Component Replaced,False,Out of Warranty,2019,3,36,116.08,116.08,116.08,0.0,1.0,2,99.31,9,8,42.0,MSI,MSI Slim 80X,Slim,1574.99,RAM
R0010843,P018455,LP-MSI-BLADE-ITH-2024,MB-MSI-BLADE-ITH-2024,Motherboard,2024-08-07,20240807,2024,8,Q3,System instability,System instability reported for motherboard.,Repaired,True,Under Warranty,2024,0,12,327.32,688.67,688.67,361.34999999999997,0.47529295598762833,12,577.67,4,7,319.83,MSI,MSI Blade ITH,Blade,2478.99,Motherboard
R0010844,P018455,LP-MSI-BLADE-ITH-2024,BAT-MSI-BLADE-ITH-2024,Battery,2025-11-22,20251122,2025,11,Q4,Battery not charging,Battery not charging reported for battery.,Component Replaced,False,Out of Warranty,2024,1,12,226.04,226.04,226.04,0.0,1.0,1,211.47,8,5,47.33,MSI,MSI Blade ITH,Blade,2478.99,Battery
R0010845,P018455,LP-MSI-BLADE-ITH-2024,RAM-MSI-BLADE-ITH-2024,RAM,2026-05-17,20260517,2026,5,Q2,Memory instability,Memory instability reported for ram.,Component Replaced,False,Out of Warranty,2024,2,12,192.03,192.03,192.03,0.0,1.0,3,156.23,9,8,101.03,MSI,MSI Blade ITH,Blade,2478.99,RAM
